published_year,num_pages,book_Title,Book_Author,year_of_Publication,image,categoryname,price,inStock,category,description
1994,384,the infinite plan,Isabel Allende,1994,http://books.google.com/books/content?id=80pDRgAcJKIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,12,28,,"Selling more than 65,000 copies and topping bestseller lists around the world -- including Spain, Germany, Italy, and Latin America -- this novel tells the engrossing story of one man's quest for love and for his soul."
1994,288,soul mates,Thomas Moore,1994,http://books.google.com/books/content?id=7syElddx2b0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,psychology,12,28,,"This companion volume to Care of the Soul offers more of Thomas Moore's inspiring wisdom and empathy as it expands on his ideas about life, love, and the mysteries of human relationships. In Care of the Soul, Thomas Moore explored the importance of nurturing the soul and struck a chord nationwide — the book became a long-term bestseller, topping charts across the country and selling 550,000 copies in hardcover and paperback combined. Building on that book's wisdom, Soul Mates, already a hardcover bestseller, explores how relationships of all kinds enhance our lives and fulfill the needs of our souls. Moore emphasizes the difficulties that inevitably accompany many relationships and focuses on the need to work through these differences in order to experience the deep reward that comes with intimacy and unconfined love."
1995,368,"cathedral, forge and waterwheel",Joseph Gies,1995,http://books.google.com/books/content?id=Rw0oTHwz264C&printsec=frontcover&img=1&zoom=1&source=gbs_api,history,13,21,,"An illuminating look at the monumental inventions of the Middle Ages, by the authors of Life in a Medieval Castle."
1996,240,the throne of the third heaven of the nations millennium general assembly,Denis Johnson,1996,http://books.google.com/books/content?id=RCRllwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,poetry,4,25,,"From the award-winning poet and novelist—a must-have collection of his four previous books of poetry plus a selection of new, unpublished work."
1996,192,success stories,Russell Banks,1996,http://books.google.com/books/content?id=bGIs7R90isEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,5,26,,"In Sucess Stories, an exceptionally varied yet coherent collection, Russell Banks proves himself one of the most astute and forceful writers in America today. Queen for a Day, Success Story, and Adultery trace fortunes of the Painter family in there pursuit of and retreat from the American dream. Banks also explores the ethos of rampant materialism in a group of contemporary moral fables. The Fish is an evocating parable of faith and greed set in a Southeast Asian village, The Gully tells of the profitability of violence and the ironies of upward mobility in a Latin American shantytown, and Chrildren's Story explores the repressed rage that boils beneath the surface of relationships between parents and children and between citizens of the first and third worlds."
1996,288,testaments betrayed,Milan Kundera,1996,http://books.google.com/books/content?id=gWzdD3wGV8MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,literary collections,3,29,,"Milan Kundera has established himself as one of the great novelists of our time with such books as The Unbearable Lightness of Being, Immortality and The Book of Laughter and Forgetting. In Testaments Betrayed, he proves himself a brilliant defender of the moral rights of the artist and the respect due to a work of art and its creator's wishes. The betrayal of both—often by their most passionate proponents—is the principal theme of this extraordinary work. Readers will be particularly intrigued by Kundera's impassioned attack on society's shifting moral judgments and persecutions of art and artists, from Mayakovsky to Rushdie."
1996,256,mr. ives' christmas,Oscar Hijuelos,1996,http://books.google.com/books/content?id=Z7XK28QOcWAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,3,23,,"Hijuelos' novel tells the story of Mr. Ives, who was adopted from a foundling's home as a child. When we first meet him in the 1950s, Mr. Ives is very much a product of his time. He has a successful career in advertising, a wife and two children, and believes he is on his way to pursuing the typical American dream. But the dream is shattered when his son Robert, who is studying for the priesthood, is killed violently at Christmas. Overwhelmed by grief and threatened by a loss of faith in humankind, Mr. Ives begins to question the very foundations of his life. Part love story--of a man for his wife, for his children, for God--and part meditation on how a person can find spiritual peace in the midst of crisis, Mr. Ives' Christmas is a beautifully written, tender and passionate story of a man trying to put his life in perspective. In the expert hands of Oscar Hijuelos, the novel speaks eloquently to the most basic and fulfilling aspects of life for all of us."
1997,156,slowness,Milan Kundera,1997,http://books.google.com/books/content?id=czPAd_xrPyMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,1,26,,"Milan Kundera's lightest novel, a divertimento, an opera buffa, Slowness is also the first of this author's fictional works to have been written in French. Disconcerted and enchanted, the reader follows the narrator of Slowness through a midsummer's night in which two tales of seduction, separated by more than two hundred years, interweave and oscillate between the sublime and the comic. Underlying this libertine fantasy is a profound meditation on contemporary life: about the secret bond between slowness and memory, about the connection between our era's desire to forget and the way we have given ourselves over to the demon of speed. And about ""dancers"" possessed by the passion to be seen, for whom life is merely a perpetual show emptied of every intimacy and every joy."
2001,320,as nature made him,John Colapinto,2001,http://books.google.com/books/content?id=92jVVLpg3rcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,medical,8,22,,Tells the story of a man whose botched circumcision as a baby and subsequent surgical alteration to a female was mistakenly used as an argument for the success of such procedures.
1999,288,the active side of infinity,Carlos Castaneda,1999,http://books.google.com/books/content?id=e82-B-6eh7gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"body, mind & spirit",15,22,,"""Ordinarily, events that change our path are impersonal affairs, and yet extremely personal. My teacher, don Juan Matsus, said this is guiding me as his apprentice to collect what I considered to be the memorable events of my life…. Don Juan described the total goal of the shamanistic knowledge that he handled as the preparation for facing the definitive journey: the journey that every human being has to take at the end of his life. He said that what modern man referred to vaguely as life after death was, for those shamans, a concrete region filled to capacity with practical affairs of a different order than the practical affairs of daily life, yet bearing a similar functional practicality. Don Juan considered that to collect the memorable in their lives was, for shamans, the preparation for their entrance into that concrete region, which they called the active side of infinity."" In this book written immediately before his death, anthropologist and shaman Carlos Castaneda gives us his most autobiographical and intimately revealing work ever, the fruit of a lifetime of experience and perhaps the most moving volume in his oeuvre."
1998,288,brave new world,Aldous Huxley,1998,http://books.google.com/books/content?id=-iU5Aq3WuGgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,3,27,,Huxley's classic prophetic novel describes the socialized horrors of a futuristic utopia devoid of individual freedom
1998,711,you can't go home again,Thomas Wolfe,1998,http://books.google.com/books/content?id=0yMZeA9tHOAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,3,25,,Novelist George Webber is driven from his hometown when his successful autobiographical novel infuriates the family and friends he has depicted in it
